"ktax.id"	"tax.id"	"kegg.code"	"scientific.name"	"common.name"	"entrez.gnodes"	"kegg.geneid"	"ncbi.geneid"	"ncbi.proteinid"	"uniprot"
"T01811"	"889378"	"sfc"	"Spirochaeta africana"	""	"0"	"Spiaf_1187"	NA	"AFG37266"	"H9UIC3"
"T01439"	"158189"	"sbu"	"Sphaerochaeta globosa"	""	"0"	"SpiBuddy_1525"	NA	"ADY13350"	"F0RZ69"
"T01469"	"760011"	"scc"	"Sphaerochaeta coccoides"	""	"0"	"Spico_0964"	NA	"AEC02188"	"F4GIQ4"
"T01673"	"158190"	"sgp"	"Sphaerochaeta pleomorpha"	""	"0"	"SpiGrapes_1945"	NA	"AEV29738"	"G8QYW1"
"T03013"	"1307761"	"slr"	"Salinispira pacifica"	""	"0"	"L21SP2_1422"	NA	"AHC14821"	"V5WI25"
"T00098"	"189518"	"lil"	"Leptospira interrogans serovar Lai 56601"	""	"0"	"LA_4219"	"1153561"	"NP_714399"	"Q8EYJ5"
"T01983"	"573825"	"lie"	"Leptospira interrogans serovar Lai IPAV"	""	"0"	"LIF_A1861"	NA	"AER02656"	NA
"T00166"	"267671"	"lic"	"Leptospira interrogans serovar Copenhageni"	""	"0"	"LIC_10549"	NA	"AAS69170"	"Q72UV8"
"T03859"	"1395589"	"lis"	"Leptospira interrogans serovar Linhai"	""	"0"	"LIL_20086"	NA	"AJR16288"	"A0A0C5XIT8"
"T00404"	"355277"	"lbj"	"Leptospira borgpetersenii JB197"	""	"0"	"LBJ_0845"	NA	"ABJ75501"	"Q04UB9"
"T00405"	"355276"	"lbl"	"Leptospira borgpetersenii L550"	""	"0"	"LBL_0288"	NA	"ABJ77900"	"Q055B7"
"T00693"	"456481"	"lbi"	"Leptospira biflexa serovar Patoc Patoc 1 (Paris)"	""	"0"	"LEPBI_II0273"	NA	"ABZ99806"	"B0SUC2"
"T00712"	"355278"	"lbf"	"Leptospira biflexa serovar Patoc Patoc 1 (Ames)"	""	"0"	"LBF_0527"	NA	"ABZ93065"	NA
"T03999"	"758847"	"lst"	"Leptospira santarosai"	""	"0"	"LSS_02829"	NA	"EKT88292"	"K8YD53"
"T04558"	"28452"	"laj"	"Leptospira alstonii"	""	"0"	"A0128_19050"	NA	"AOP35751"	"A0A1D7V1N4"
"T02157"	"869212"	"tpx"	"Turneriella parva"	""	"0"	"Turpa_1294"	NA	"AFM11942"	"I4B3T5"
"T00865"	"565034"	"bhy"	"Brachyspira hyodysenteriae WA1"	""	"0"	"BHWA1_02208"	NA	"ACN84666"	"C0QW80"
"T04742"	"1266923"	"bhd"	"Brachyspira hyodysenteriae ATCC 27164"	""	"0"	"BHYOB78_10310"	NA	"ANN64248"	"A0A193FAF9"
"T01229"	"526224"	"brm"	"Brachyspira murdochii"	""	"0"	"Bmur_1071"	NA	"ADG71166"	"D5U8Z3"
"T01278"	"759914"	"bpo"	"Brachyspira pilosicoli 95/1000"	""	"0"	"BP951000_1350"	NA	"ADK31338"	"D8IDW5"
"T02225"	"1133568"	"bpj"	"Brachyspira pilosicoli B2904"	""	"0"	"B2904_orf219"	NA	"AFR69576"	"J9UAT0"
"T02387"	"1042417"	"bpip"	"Brachyspira pilosicoli P43/6/78"	""	"0"	"BPP43_09515"	NA	"AGA67085"	NA
"T02412"	"1161918"	"bpw"	"Brachyspira pilosicoli WesB"	""	"0"	"WESB_0849"	NA	"CCG56319"	"K0JHE5"
"T01847"	"1045858"	"bip"	"Brachyspira intermedia"	""	"0"	"Bint_0555"	NA	"AEM21184"	"G0EJI5"
"T00352"	"204669"	"aba"	"Candidatus Koribacter versatilis"	""	"0"	"Acid345_3778"	NA	"ABF42778"	"Q1IK22"
"T00868"	"240015"	"aca"	"Acidobacterium capsulatum"	""	"0"	"ACP_2320"	NA	"ACO34589"	"C1FAC2"
"T01411"	"1198114"	"acm"	"Granulicella tundricola"	""	"0"	"AciX9_2873"	NA	"ADW69896"	"E8WYY1"
"T01664"	"682795"	"gma"	"Granulicella mallensis"	""	"0"	"AciX8_1422"	NA	"AEU35765"	"G8P049"
"T01408"	"401053"	"tsa"	"Terriglobus saanensis"	""	"0"	"AciPR4_3480"	NA	"ADV84234"	"E8UY00"
"T02140"	"926566"	"trs"	"Terriglobus roseus"	""	"0"	"Terro_0865"	NA	"AFL87192"	"I3ZD74"
"T00412"	"234267"	"sus"	"Candidatus Solibacter usitatus"	""	"0"	"Acid_3165"	NA	"ABJ84142"	"Q022F8"
"T01629"	"981222"	"ctm"	"Chloracidobacterium thermophilum"	""	"0"	"Cabther_A2239"	NA	"AEP12974"	"G2LF46"
"T04394"	"1855912"	"abac"	"Luteitalea pratensis"	""	"0"	"LuPra_06124"	NA	"AMY12840"	"A0A143PXR3"
"T00741"	"445932"	"emi"	"Elusimicrobium minutum"	""	"0"	"Emin_0213"	NA	"ACC97775"	"B2KB16"
"T03965"	"1408281"	"epo"	"Endomicrobium proavitum"	""	"0"	"Epro_0581"	NA	"AKL97960"	"A0A0G3WJC6"
"T00755"	"471821"	"rsd"	"Uncultured Termite group 1 bacterium phylotype Rs-D17"	""	"0"	"TGRD_755"	NA	"BAG14238"	"B1GYZ5"
"T00077"	"190304"	"fnu"	"Fusobacterium nucleatum subsp. nucleatum ATCC 25586"	""	"0"	"FN1576"	"992644"	"NP_602392"	"Q8RIL2"
"T02822"	"469604"	"fnc"	"Fusobacterium nucleatum subsp. vincentii 3_1_36A2"	""	"0"	"HMPREF0946_00744"	NA	"EEU32671"	"C7XNS0"
"T03625"	"469602"	"fnt"	"Fusobacterium nucleatum subsp. vincentii 3_1_27"	""	"0"	"HMPREF0405_01971"	NA	"EFG35395"	NA
"T02680"	"469607"	"fus"	"Fusobacterium nucleatum subsp. animalis 4_8"	""	"0"	"HMPREF0409_00712"	NA	"AGM23471"	"R9R9M2"
"T03612"	"457405"	"fne"	"Fusobacterium nucleatum subsp. animalis 7_1"	""	"0"	"FSDG_00475"	NA	"EEO41916"	"A0A140PR25"
"T04183"	"1307442"	"fhw"	"Fusobacterium hwasookii"	""	"0"	"RN87_02825"	NA	"ALQ39517"	"A0A0S2ZKS3"
"T01337"	"572544"	"ipo"	"Ilyobacter polytropus"	""	"0"	"Ilyop_1759"	NA	"ADO83530"	"E3H8X6"
"T00975"	"523794"	"lba"	"Leptotrichia buccalis"	""	"0"	"Lebu_2159"	NA	"ACV40012"	"C7NDP8"
"T04044"	"712357"	"leo"	"Leptotrichia sp. oral taxon 212"	""	"0"	"AMK43_07230"	NA	"ALA95844"	"A0A0K2JB98"
"T04653"	"1785996"	"lot"	"Leptotrichia sp. oral taxon 847"	""	"0"	"AXF11_07910"	NA	"AMD95507"	"A0A0X8JV66"
"T01123"	"526218"	"str"	"Sebaldella termitidis"	""	"0"	"Sterm_2946"	NA	"ACZ09789"	"D1ANI5"
"T01125"	"519441"	"smf"	"Streptobacillus moniliformis"	""	"0"	"Smon_0051"	NA	"ACZ00548"	"D1AW72"
"T03854"	"187101"	"sns"	"Sneathia amnii"	""	"0"	"VC03_04905"	NA	"AKC95825"	"A0A0E3ZAC7"
"T01129"	"525903"	"tai"	"Thermanaerovibrio acidaminovorans"	""	"0"	"Taci_0756"	"8630574"	"YP_003317271"	"D1B9N6"
"T01202"	"572547"	"aco"	"Aminobacterium colombiense"	""	"0"	"Amico_0583"	NA	"ADE56718"	"D5EDT6"
"T01644"	"580340"	"tli"	"Thermovirga lienii"	""	"0"	"Tlie_1124"	NA	"AER66857"	"G7V574"
"T02151"	"891968"	"amo"	"Acetomicrobium mobile"	""	"0"	"Anamo_0661"	NA	"AFM21310"	"I4BVK3"
"T02602"	"651822"	"sbr"	"Fretibacterium fastidiosum"	""	"0"	"SY1_21010"	NA	"CBL28856"	"D4MAG1"
"T04453"	"1197717"	"cpor"	"Cloacibacillus porcorum"	""	"0"	"BED41_11325"	NA	"ANZ45611"	"A0A1B2I6K4"
"T01099"	"59374"	"fsu"	"Fibrobacter succinogenes"	""	"0"	"Fisuc_2432"	NA	"ACX76018"	"C9RLK3"
"T02105"	"59374"	"fsc"	"Fibrobacter succinogenes"	""	"0"	"FSU_0818"	NA	"ADL26003"	"C9RL68"
"T00878"	"379066"	"gau"	"Gemmatimonas aurantiaca"	""	"0"	"GAU_2451"	NA	"BAH39493"	"C1AB87"
"T04580"	"1379270"	"gph"	"Gemmatimonas phototrophica"	""	"0"	"GEMMAAP_08750"	NA	"AMW04902"	"A0A143BK62"
"T00122"	"226186"	"bth"	"Bacteroides thetaiotaomicron VPI-5482"	""	"0"	"BT_4386"	"1074030"	"NP_813297"	"Q89ZJ1"
"T04540"	"818"	"btho"	"Bacteroides thetaiotaomicron 7330"	""	"0"	"Btheta7330_03890"	NA	"ALJ43418"	"A0A0P0FIX5"
"T00202"	"295405"	"bfr"	"Bacteroides fragilis YCH46"	""	"0"	"BF0770"	"3082987"	"YP_098055"	"Q64YA5"
"T00239"	"272559"	"bfs"	"Bacteroides fragilis NCTC9343"	""	"0"	"BF9343_0987"	NA	"CAH06768"	"Q5LGH1"
"T01691"	"862962"	"bfg"	"Bacteroides fragilis 638R"	""	"0"	"BF638R_2864"	NA	"CBW23355"	"E1WS25"
"T03897"	"817"	"bfb"	"Bacteroides fragilis BOB25"	""	"0"	"VU15_03895"	NA	"AKA50931"	"A0A0K6BQD1"
"T00546"	"435590"	"bvu"	"Bacteroides vulgatus"	""	"0"	"BVU_3587"	NA	"ABR41200"	"A6L686"
"T01393"	"693979"	"bhl"	"Bacteroides helcogenes"	""	"0"	"Bache_2852"	NA	"ADV44788"	"E6SNQ5"
"T01433"	"667015"	"bsa"	"Bacteroides salanitronis"	""	"0"	"Bacsa_1332"	NA	"ADY35904"	"F0R7W2"
"T02579"	"657309"	"bxy"	"Bacteroides xylanisolvens"	""	"0"	"BXY_48630"	NA	"CBK69708"	"D6D6K5"
"T03262"	"357276"	"bdo"	"Bacteroides dorei HS1_L_1_B_010"	""	"0"	"EL88_16820"	NA	"AII64712"	"A0A076IVP9"
"T03263"	"357276"	"bdh"	"Bacteroides dorei HS1_L_3_B_079"	""	"0"	"GV66_02555"	NA	"AII66660"	"A0A076ISP7"
"T04113"	"28116"	"boa"	"Bacteroides ovatus"	""	"0"	"Bovatus_03358"	NA	"ALJ47965"	"A0A139LAB4"
"T04116"	"246787"	"bcel"	"Bacteroides cellulosilyticus"	""	"0"	"BcellWH2_01457"	NA	"ALJ58718"	"A0A0P0G407"
"T02861"	"1400053"	"bacc"	"Bacteroidales bacterium CF"	""	"0"	"BRDCF_p848"	NA	"AGY53475"	"U5Q802"
"T00145"	"242619"	"pgi"	"Porphyromonas gingivalis W83"	""	"0"	"PG_1766"	NA	"AAQ66767"	"Q7MU09"
"T00714"	"431947"	"pgn"	"Porphyromonas gingivalis ATCC 33277"	""	"0"	"PGN_0282"	NA	"BAG32801"	"B2RHF6"
"T01516"	"1030843"	"pgt"	"Porphyromonas gingivalis TDC60"	""	"0"	"PGTDC60_1642"	NA	"BAK25791"	"F5XBF7"
"T01485"	"879243"	"pah"	"Porphyromonas asaccharolytica"	""	"0"	"Poras_1277"	NA	"AEE13217"	"F4KM51"
"T03818"	"1562970"	"pbt"	"Fermentimonas caenicola"	""	"0"	"ING2E5B_2102"	NA	"CEA16830"	"A0A098C1P5"
"T04553"	"1642646"	"pmuc"	"Petrimonas mucosa"	""	"0"	"ING2E5A_1897"	NA	"SCM58641"	"A0A1G4G894"
"T01362"	"694427"	"ppn"	"Paludibacter propionicigenes"	""	"0"	"Palpr_1753"	NA	"ADQ79892"	"E4T598"
"T00549"	"435591"	"pdi"	"Parabacteroides distasonis"	""	"0"	"BDI_0796"	NA	"ABR42566"	"A6LA52"
"T04438"	"1834200"	"pary"	"Parabacteroides sp. YL27"	""	"0"	"A4V02_10500"	NA	"ANU64096"	"A0A1B1SBE0"
"T01682"	"203275"	"tfo"	"Tannerella forsythia"	""	"0"	"BFO_2044"	NA	"AEW19912"	"G8UQU3"
"T04474"	"712710"	"toh"	"Tannerella sp. oral taxon HOT-286"	""	"0"	"BCB71_05440"	NA	"AOH40627"	"A0A1B3WI49"
"T02986"	"880074"	"bvs"	"Barnesiella viscericola"	""	"0"	"BARVI_01535"	NA	"AHF11744"	"W0ERD1"
"T04672"	"1642647"	"psac"	"Proteiniphilum saccharofermentans"	""	"0"	"PSM36_0051"	NA	"SCD18887"	"A0A1R3T310"
"T01428"	"709991"	"osp"	"Odoribacter splanchnicus"	""	"0"	"Odosp_1777"	NA	"ADY32794"	"F9Z6C1"
"T00792"	"511995"	"aps"	"Candidatus Azobacteroides pseudotrichonymphae (Coptotermes formosanus)"	""	"0"	"CFPG_228"	NA	"BAG83491"	"B6YQL9"
"T01212"	"264731"	"pru"	"Prevotella ruminicola"	""	"0"	"PRU_1413"	NA	"ADE81057"	"D5ESW9"
"T01286"	"553174"	"pmz"	"Prevotella melaninogenica"	""	"0"	"HMPREF0659_A6685"	NA	"ADK97038"	"D9RVK3"
"T01459"	"767031"	"pdn"	"Prevotella denticola"	""	"0"	"HMPREF9137_1749"	NA	"AEA21567"	"F2KVF1"
"T02058"	"246198"	"pit"	"Prevotella intermedia"	""	"0"	"PIN17_A1297"	NA	"AFJ08015"	"I1YSC6"
"T02403"	"908937"	"pdt"	"Prevotella dentalis"	""	"0"	"Prede_0285"	NA	"AGB27668"	"F9D0W7"
"T02809"	"575614"	"pro"	"Prevotella sp. oral taxon 299"	""	"0"	"HMPREF0669_01525"	NA	"EFC70545"	"D3IDM1"
"T04032"	"1236517"	"pfus"	"Prevotella fusca"	""	"0"	"ADJ77_04500"	NA	"AKU69090"	"A0A0K1NJ88"
"T04173"	"76123"	"peo"	"Prevotella enoeca"	""	"0"	"AS203_10590"	NA	"ALO49485"	"A0A0S2KMI3"
"T02133"	"679935"	"afd"	"Alistipes finegoldii"	""	"0"	"Alfi_1122"	NA	"AFL77473"	"I3YKF5"
"T02578"	"717959"	"ash"	"Alistipes shahii"	""	"0"	"AL1_22110"	NA	"CBK64491"	"D4INH9"
"T03205"	"1433126"	"rbc"	"Mucinivorans hirudinis"	""	"0"	"BN938_1378"	NA	"CDN31465"	"A0A060R7Y8"
"T03072"	"1168034"	"dori"	"Draconibacterium orientale"	""	"0"	"FH5T_01895"	NA	"610421541"	NA
"T04172"	"1307839"	"blq"	"Salinivirga cyanobacteriivorans"	""	"0"	"L21SP5_02940"	NA	"ALO16560"	"A0A0S2I2T1"
"T00312"	"309807"	"sru"	"Salinibacter ruber DSM 13855"	""	"0"	"SRU_1638"	"3852807"	"YP_445758"	"Q2S223"
"T01209"	"761659"	"srm"	"Salinibacter ruber M8"	""	"0"	"SRM_02336"	NA	"CBH25257"	"D5HB52"
"T01119"	"518766"	"rmr"	"Rhodothermus marinus DSM 4252"	""	"0"	"Rmar_0677"	NA	"ACY47575"	"D0MFP8"
"T01606"	"762570"	"rmg"	"Rhodothermus marinus SG0.5JP17-172"	""	"0"	"Rhom172_1312"	NA	"AEN73239"	"G2SF18"
"T04780"	"1779382"	"rbar"	"Rhodothermaceae bacterium RA"	""	"0"	"AWN76_006180"	NA	"ARA92790"	"A0A102CXD0"
"T00959"	"485918"	"cpi"	"Chitinophaga pinensis"	""	"0"	"Cpin_1642"	NA	"ACU59138"	"C7PU98"
"T01679"	"700598"	"nko"	"Niastella koreensis"	""	"0"	"Niako_0442"	NA	"AEV96840"	"G8T6J5"
"T03682"	"929713"	"nso"	"Niabella soli"	""	"0"	"NIASO_05320"	NA	"AHF14760"	"W0EVD7"
"T04418"	"1176587"	"nia"	"Niabella ginsenosidivorans"	""	"0"	"A8C56_08105"	NA	"ANH80949"	"A0A1A9I1L8"
"T04392"	"1492898"	"fla"	"Flavisolibacter sp. LCS9"	""	"0"	"SY85_08895"	NA	"ANE50602"	"A0A172TUC6"
"T04406"	"1850526"	"arb"	"Arachidicoccus sp. BS20"	""	"0"	"A9P82_01845"	NA	"ANI88163"	"A0A191THH2"
"T01491"	"760192"	"hhy"	"Haliscomenobacter hydrossis"	""	"0"	"Halhy_5066"	NA	"AEE52892"	"F4L2D9"
"T01764"	"984262"	"sgn"	"Saprospira grandis"	""	"0"	"SGRA_p0013"	NA	"AFC26953"	"H6LAY8"
"T00978"	"485917"	"phe"	"Pedobacter heparinus"	""	"0"	"Phep_0646"	NA	"ACU02868"	"C6Y192"
"T04140"	"1727164"	"pep"	"Pedobacter sp. PACM 27299"	""	"0"	"AQ505_22725"	NA	"ALL08050"	"A0A0N7JFK5"
"T04341"	"188932"	"pcm"	"Pedobacter cryoconitis"	""	"0"	"AY601_0242"	NA	"AMP97211"	"A0A127V7A8"
"T04469"	"430522"	"psty"	"Pedobacter steynii"	""	"0"	"BFS30_17600"	NA	"AOM78828"	"A0A1D7QJH6"
"T01430"	"762903"	"psn"	"Pseudopedobacter saltans"	""	"0"	"Pedsa_2338"	NA	"ADY52886"	"F0SDA0"
"T01450"	"743722"	"shg"	"Sphingobacterium sp. 21"	""	"0"	"Sph21_3321"	NA	"ADZ79862"	"F4C5Q3"
"T03258"	"1538644"	"sht"	"Sphingobacterium sp. ML3W"	""	"0"	"KO02_08900"	NA	"AIM36806"	"A0A088EWG3"
"T04670"	"1933220"	"sphn"	"Sphingobacterium sp. B29"	""	"0"	"BV902_12650"	NA	"APU97094"	"A0A1P8E5H4"
"T02084"	"929556"	"scn"	"Solitalea canadensis"	""	"0"	"Solca_3000"	NA	"AFD08019"	"H8KSB1"
"T04335"	"1300914"	"mup"	"Mucilaginibacter sp. PAMC 26640"	""	"0"	"A0256_21695"	NA	"AMR33867"	"A0A142HYA9"
"T01592"	"880070"	"cmr"	"Cyclobacterium marinum"	""	"0"	"Cycma_1018"	NA	"AEL24790"	"G0IUM7"
"T03993"	"320787"	"camu"	"Cyclobacterium amurskyense"	""	"0"	"CA2015_2614"	NA	"AKP52025"	"A0A0H4PG49"
"T02134"	"866536"	"bbd"	"Belliella baltica"	""	"0"	"Belba_3207"	NA	"AFL85718"	"I3Z900"
"T02388"	"926556"	"evi"	"Echinicola vietnamensis"	""	"0"	"Echvi_1180"	NA	"AGA77451"	"L0FXG9"
"T04334"	"1727163"	"alm"	"Algoriphagus sp. M8-2"	""	"0"	"AO498_12970"	NA	"AMQ57353"	"A0A142EQE8"
"T00385"	"269798"	"chu"	"Cytophaga hutchinsonii"	""	"0"	"CHU_1680"	NA	"ABG58948"	"Q11UG6"
"T00970"	"471854"	"dfe"	"Dyadobacter fermentans"	""	"0"	"Dfer_5764"	NA	"ACT96952"	"C6VY51"
"T01156"	"504472"	"sli"	"Spirosoma linguale"	""	"0"	"Slin_5760"	"8729535"	"ADB41725"	"D2QSE3"
"T03819"	"1379870"	"srd"	"Spirosoma radiotolerans"	""	"0"	"SD10_23050"	NA	"AKD57335"	"A0A0E3ZYA4"
"T04702"	"1178516"	"smon"	"Spirosoma montaniterrae"	""	"0"	"AWR27_04235"	NA	"AQG78617"	"A0A1P9WTB6"
"T01350"	"649349"	"lby"	"Leadbetterella byssophila"	""	"0"	"Lbys_0580"	NA	"ADQ16343"	"E4RY15"
"T01553"	"761193"	"rsi"	"Runella slithyformis"	""	"0"	"Runsl_4784"	NA	"AEI51099"	"F8EQ89"
"T02272"	"929562"	"eol"	"Emticicia oligotrophica"	""	"0"	"Emtol_1479"	NA	"AFK02625"	"I2ESH2"
"T02429"	"1166018"	"fae"	"Fibrella aestuarina"	""	"0"	"FAES_5487"	NA	"CCH03486"	"I0KH83"
"T04805"	"1834519"	"fib"	"Fibrella sp. ES10-3-2-2"	""	"0"	"A6C57_18940"	NA	"ARK13741"	NA
"T02149"	"880071"	"fli"	"Bernardetia litoralis"	""	"0"	"Fleli_2921"	NA	"AFM05270"	"I4AMT5"
"T03213"	"1356852"	"hym"	"Hymenobacter sp. APR13"	""	"0"	"N008_11320"	NA	"AII52559"	"A0A076HXZ5"
"T03500"	"1385664"	"hyd"	"Hymenobacter sp. DG25B"	""	"0"	"PK28_08365"	NA	"AIZ63705"	"A0A0A7LKD0"
"T04064"	"1385663"	"hye"	"Hymenobacter sp. DG25A"	""	"0"	"AM218_04535"	NA	"ALD22579"	"A0A0M3RW38"
"T04242"	"1411621"	"hyg"	"Hymenobacter sp. DG5B"	""	"0"	"AUC43_00085"	NA	"ALW83643"	"A0A0U4BAM3"
"T04376"	"1484116"	"hyp"	"Hymenobacter sp. PAMC 26554"	""	"0"	"A0257_00905"	NA	"AMR25789"	"A0A142HA81"
"T03841"	"400092"	"pko"	"Pontibacter korlensis"	""	"0"	"PKOR_11140"	NA	"AKD03585"	"A0A0E3ZFN3"
"T03996"	"1379910"	"ruf"	"Rufibacter sp. DG31D"	""	"0"	"TH63_11715"	NA	"AKQ46146"	"A0A0H4W6U3"
"T04099"	"512763"	"rti"	"Rufibacter tibetensis"	""	"0"	"DC20_21065"	NA	"ALJ01026"	"A0A0P0CWA1"
"T04326"	"1379909"	"rud"	"Rufibacter sp. DG15C"	""	"0"	"TH61_09555"	NA	"AMM51366"	"A0A127B4B4"
"T01365"	"643867"	"mtt"	"Marivirga tractuosa"	""	"0"	"Ftrac_2682"	NA	"ADR22660"	"E4TQD7"
"T04442"	"1191459"	"flm"	"Flammeovirga sp. MY04"	""	"0"	"MY04_3511"	NA	"ANQ50862"	"A0A1B1FXM4"
"T04058"	"1257021"	"fbt"	"Flammeovirgaceae bacterium 311"	""	"0"	"D770_15610"	NA	"AHM61376"	"A0A0D3LH21"
"T00730"	"452471"	"aas"	"Candidatus Amoebophilus asiaticus"	""	"0"	"Aasi_1447"	NA	"ACE06736"	"B3EU34"
"T02243"	"1231626"	"che"	"Cardinium endosymbiont cEper1 (Encarsia pergandiella)"	""	"0"	"CAHE_0122"	NA	"CCM09904"	"K0P1V7"
"T00448"	"411154"	"gfo"	"Gramella forsetii"	""	"0"	"GFO_2248"	NA	"CAL67213"	"A0M3L8"
"T04586"	"1913577"	"grl"	"Gramella sp. LPB0144"	""	"0"	"LPB144_12300"	NA	"APG61133"	"A0A1L3J7P8"
"T04640"	"1229726"	"gfl"	"Gramella flava"	""	"0"	"GRFL_1487"	NA	"APU68211"	"A0A1L7I3R1"
"T00508"	"376686"	"fjo"	"Flavobacterium johnsoniae UW101"	""	"0"	"Fjoh_0426"	NA	"ABQ03462"	"A5FMW3"
"T04718"	"986"	"fjg"	"Flavobacterium johnsoniae GSE09"	""	"0"	"BB050_00273"	NA	"AOC93429"	"A0A1B2TV77"
"T00548"	"402612"	"fps"	"Flavobacterium psychrophilum JIP02/86"	""	"0"	"FP2416"	"5299155"	"YP_001297271"	"A6H296"
"T03254"	"96345"	"fpc"	"Flavobacterium psychrophilum CSF259-93"	""	"0"	"FPSM_00156"	NA	NA	"A0A075RCK5"
"T03281"	"1452725"	"fpy"	"Flavobacterium psychrophilum FPG101"	""	"0"	"FPG101_07175"	NA	"AIN71702"	NA
"T03296"	"1452724"	"fpo"	"Flavobacterium psychrophilum FPG3"	""	"0"	"FPG3_07740"	NA	"AIN74200"	NA
"T03412"	"96345"	"fpq"	"Flavobacterium psychrophilum 950106-1/1"	""	"0"	"IB65_10290"	NA	"AIT66222"	"A0A076NR50"
"T03659"	"96345"	"fpv"	"Flavobacterium psychrophilum V3-5"	""	"0"	"IA03_05015"	NA	"AIG29868"	"A0A075RZ09"
"T03660"	"96345"	"fpw"	"Flavobacterium psychrophilum V4-24"	""	"0"	"IA04_01275"	NA	"AIG35997"	"A0A076NWW3"
"T03661"	"96345"	"fpk"	"Flavobacterium psychrophilum v4-33"	""	"0"	"IA06_04375"	NA	"AIG41083"	"A0A076NW45"
"T04556"	"96345"	"fpsz"	"Flavobacterium psychrophilum Z2"	""	"0"	"AMR72_15365"	NA	"ALM50152"	"A0A0P0UCZ3"
"T01625"	"1034807"	"fbr"	"Flavobacterium branchiophilum"	""	"0"	"FBFL15_1838"	NA	"CCB69893"	"G2Z1V5"
"T01653"	"1041826"	"fco"	"Flavobacterium columnare"	""	"0"	"FCOL_01090"	NA	"AEW85067"	"G8X916"
"T01781"	"1094466"	"fin"	"Flavobacterium indicum"	""	"0"	"KQS_12085"	NA	"CCG54325"	"H8XR91"
"T04609"	"1492737"	"fgl"	"Flavobacterium gilvum"	""	"0"	"EM308_05940"	NA	"AOW09083"	"A0A085EN44"
"T00961"	"521097"	"coc"	"Capnocytophaga ochracea"	""	"0"	"Coch_0460"	NA	"ACU92023"	"C7M6N5"
"T01582"	"860228"	"ccm"	"Capnocytophaga canimorsus"	""	"0"	"Ccan_16840"	NA	"AEK23800"	"F9YRZ9"
"T04076"	"1705617"	"col"	"Capnocytophaga sp. oral taxon 323"	""	"0"	"AM608_01905"	NA	"ALC96493"	"A0A0M4GLD9"
"T04287"	"45243"	"chg"	"Capnocytophaga haemolytica"	""	"0"	"AXF12_09520"	NA	"AMD85728"	"A0A125S3Y3"
"T00992"	"313596"	"rbi"	"Robiginitalea biformata"	""	"0"	"RB2501_00386"	NA	"EAR14487"	"A4CNM0"
"T01216"	"655815"	"zpr"	"Zunongwangia profunda"	""	"0"	"ZPR_1663"	NA	"ADF51997"	"D5BLN1"
"T01256"	"216432"	"cat"	"Croceibacter atlanticus"	""	"0"	"CA2559_04015"	NA	"EAP87892"	"A3U6M5"
"T01363"	"693978"	"ran"	"Riemerella anatipestifer ATCC 11845 = DSM 15868"	""	"0"	"Riean_0659"	NA	"ADQ81823"	"E4TBJ4"
"T02107"	"693978"	"rai"	"Riemerella anatipestifer ATCC 11845 = DSM 15868"	""	"0"	"RA0C_1593"	NA	"AFD56480"	"E4TCG5"
"T02007"	"992406"	"rar"	"Riemerella anatipestifer RA-GD"	""	"0"	"RIA_2063"	NA	"ADZ13104"	NA
"T02331"	"1228997"	"rag"	"Riemerella anatipestifer RA-CH-1"	""	"0"	"B739_1254"	NA	"AFR35852"	"J9R7Z9"
"T02438"	"1271752"	"rae"	"Riemerella anatipestifer RA-CH-2"	""	"0"	"G148_1557"	NA	"AGC40861"	NA
"T03250"	"1354240"	"rat"	"Riemerella anatipestifer CH3"	""	"0"	"M949_1134"	NA	"AIH02303"	NA
"T01306"	"313603"	"fbc"	"Maribacter sp. HTCC2170"	""	"0"	"FB2170_05875"	NA	"EAR02792"	"A4AP70"
"T04570"	"1644130"	"marm"	"Maribacter sp. 1_2014MBL_MicDiv"	""	"0"	"YQ22_13035"	NA	"APA65156"	"A0A1I9XN14"
"T04597"	"1836467"	"mart"	"Maribacter sp. T28"	""	"0"	"BTR34_05300"	NA	"APQ16768"	"A0A1B7YXI1"
"T01404"	"688270"	"cao"	"Cellulophaga algicola"	""	"0"	"Celal_4251"	NA	"ADV51492"	"E6X4A9"
"T01434"	"867900"	"cly"	"Cellulophaga lytica DSM 7489"	""	"0"	"Celly_1670"	NA	"ADY29494"	"F0RAT8"
"T03279"	"979"	"clh"	"Cellulophaga lytica HI1"	""	"0"	"IX49_03015"	NA	"AIM59542"	"A0A1L7E9Y2"
"T03562"	"1348585"	"cbal"	"Cellulophaga baltica NN016038"	""	"0"	"M667_08135"	NA	"AIY13181"	NA
"T03565"	"1348584"	"cbat"	"Cellulophaga baltica 18"	""	"0"	"M666_02365"	NA	"AIZ40520"	"A0A0A7K3C2"
"T01441"	"865938"	"wvi"	"Weeksella virosa"	""	"0"	"Weevi_1663"	NA	"ADX68360"	"F0NZT6"
"T01484"	"983548"	"kdi"	"Dokdonia sp. 4H-3-7-5"	""	"0"	"Krodi_0239"	NA	"AEE18226"	"F4AXV9"
"T03275"	"313590"	"dok"	"Dokdonia sp. MED134"	""	"0"	"MED134_02995"	NA	"EAQ38928"	NA
"T04309"	"1300343"	"ddo"	"Dokdonia donghaensis"	""	"0"	"I597_0157"	NA	"ANH59091"	"A0A0A2GW16"
